Location_id,Location,Address
L103,"ITC Grand Chola, Guindy"," ITC Grand Chola, 63, Mount Road, Guindy, Chennai"
L025,Nungambakkam," 179/8, Kodambakkam High Road, Parthasarathi Puram, Nungambakkam, Chennai"
L058,Gopalapuram," 42, Cathedral Road, Gopalapuram, Chennai"
L062,Akkarai," 19A, Jai Nagar, East Coast Road (ECR),
 Panaiyur, Akkarai, Chennai"
L010,Porur," 3, 15th Block, Mahalakshmi Nagar, Porur, Chennai"
L018,Mylapore," 20, East Mada Street, Mylapore, Chennai"
L126,"The Leela Palace, MRC Nagar"," The Leela Palace, Adyar Seaface, MRC Nagar, Chennai"
L051,Adambakkam," 1-A, Pachaiamman Koil Street, Link Road, State Bank Colony, Adambakkam, Chennai"
L008,T. Nagar," 1/7, Gopalakrishna Street, Pondy Bazaar, T. Nagar, Chennai"
L042,Anna Nagar West," W 126, 1st Floor, 3rd Avenue, Anna Nagar West, Chennai"
L037,Perungudi," 5/141, Veeramani Salai, K.C.Nagar, Kandanchavadi, Perungudi, Chennai"
L025,Nungambakkam," 31, Anderson Road, Cochin House, Nungambakkam, Chennai"
L079,Ekkaduthangal," 12A, Near Jaya TV Signal, Jawaharlal Nehru Road, Ekkaduthangal, Chennai"
L018,Mylapore," 14, Rajasekaran Street, R K Salai, Mylapore, Chennai"
L025,Nungambakkam," 151, G 7, Gee Gee Emerald, Village Road, Nungambakkam, Chennai"
L007,Anna Nagar East," 45/11, Q Block, 6th Avenue, Anna Nagar East, Chennai"
L058,Gopalapuram," 1, Cathedral Road, Gopalapuram, Chennai"
L024,Adyar," 4/2, 10th Cross Street, Indira Nagar, Adyar, Chennai"
L182,"Radisson Blu, GST Road"," Radisson Blu, 531, GST Road, Chennai"
L075,Taramani," 34, Thirumalai Nagar, 1st Main Road, Opposite Bharath Dass Schoo, Perungudi, Taramani, Chennai"
L090,Choolaimedu," 11/13, Nelson Manickam Road, Near Choolaimedu Traffic Signal, Choolaimedu, Chennai"
L037,Perungudi," 16, MGR Salai, Kandanchavadi, Perungudi, Chennai"
L001,Pallavaram," Opposite Contonment Board School, Old Santhai Road, Pallavaram, Chennai"
L024,Adyar," 5, Second Avenue, MG Road, Shastri Nagar, Adyar, Chennai"
L018,Mylapore," 60, Luz Church Road, Mylapore, Chennai"
L025,Nungambakkam," Ikhaya Artisanal Boutique House, 6, Nawab Habibullah Avenue, 1st Street, Near British Consulate, Nungambakkam, Chennai"
L020,RA Puram," 23/11, 2nd Main Road, RA Puram, Chennai"
L059,Palavakkam," 69, 3rd Main Road, VGP Layout, Palavakkam, Chennai"
L069,Teynampet," 2/15, Ganapathy Colony, Main Road, Near Bank of Baroda ATM, Sri Ram Nagar, Teynampet, Chennai"
L144,"The Park, Nungambakkam"," 601, The Park, Nungambakkam High Road, Nungambakkam, Chennai"
L021,Alwarpet," 146, 1st Floor, TTK Road, Alwarpet, Chennai"
L018,Mylapore," 117, Old 50, Luz Church Road, Near Nageshwara Rao Park, Mylapore, Chennai"
L220,Muttukadu," MGM Beach Resort, 1/74, East Coast Road, Muttukadu, Chennai"
L007,Anna Nagar East," 6, D Block, 6th Street, Behind Chinthamani, Anna Nagar East, Chennai"
L024,Adyar," 13, 2nd Main Road, Gandhi Nagar, Adyar, Chennai"
L178,"Hyatt Regency, Teynampet"," 365, Hyatt Regency, Anna Salai, Teynampet, Chennai"
L025,Nungambakkam," 131, Sterling Road, Nungambakkam, Chennai"
L069,Teynampet," 9, Cenotaph Road, Teynampet, Chennai"
L021,Alwarpet," 50, Seethammal Road, Off TTK Road, Alwarpet, Chennai"
L235,Grande Bay Resort," Grande Bay Resort, 123, East Raja Street, Kovlam Road, Mahabalipuram, Chennai"
L008,T. Nagar," 35A, Bazullah Road, T. Nagar, Chennai"
L268,Velachery," Shop 344/11 & 12, Velachery Tambaram Main Road, Opposite Grand Mall, Velachery, Chennai"
L053,Selaiyur," Old 223, New 480, Velachery Main Road, Selaiyur, Chennai"
L020,RA Puram," 57, 2nd Main Road, RA Puram, Chennai"
L024,Adyar," 5/5, 1st Main Road, Kasturba Nagar, Adyar, Chennai"
L044,Ambattur," 24A, ICF Colony, Athipet, Ambattur, Chennai"
L007,Anna Nagar East," 338/9, New Sunshine Apartments, 2nd Avenue, Anna Nagar East, Chennai"
L025,Nungambakkam," 4, Rutland Gate, 2nd Street, Nungambakkam, Chennai"
L037,Perungudi," 50, 1st Floor, 4th Street, Govindasamy Nagar, Kandanchavadi, Perungudi, Chennai"
L008,T. Nagar," 17 & 18, Appaswamy Towers, Pondy Bazaar, Sir Thyagaraya Road, T. Nagar, Chennai"
L019,Thuraipakkam," 2/72, Thuraipakkam, Chennai"
L011,Kilpauk," 106/26, Landon's Road, Kilpauk, Chennai"
L077,GST Road," 15, Irumbuliyur, GST Road, Chennai"
L021,Alwarpet," 17, Kasturi Ranga Road, Alwarpet, Chennai"
L069,Teynampet," 25/11, Cenotaph, 2nd Lane, Teynampet, Chennai"
L207,"Radisson Blu Temple Bay, Mamallapuram"," Radisson BLU  Templebay, 57, Covelong Road,, Mahabalipuram, Mahabalipuram, Chennai"
L008,T. Nagar," 2nd Floor, PMG Complex, GN Chetty Road, T. Nagar, Chennai"
L025,Nungambakkam," 7, Jaganathan Road, Nungambakkam, Chennai"
L022,Mogappair," A 98, HIG Phase 1, Nolambur Main Road, West Mogappair, Chennai"
L218,Holiday Inn Chennai OMR IT Expressway," Holiday Inn Chennai OMR IT Expressway, 110, Old Mahabalipuram Road, PTK nagar, Thiruvanmiyur, Chennai"
L066,Injambakkam," 2/159, Injambakkam, Chennai Injambakkam"
L025,Nungambakkam," 53, Nungambakkam High Road, Nungambakkam, Chennai"
L008,T. Nagar," 77, G.N Chetty Road, Panagal Park, T. Nagar, Chennai"
L058,Gopalapuram," 6th Street, Gopalapuram, Chennai"
L268,Velachery," 1, Gopal Street, Velachery Taramani Link Road, Velachery, Chennai"
L007,Anna Nagar East," 1st Avenue, R.V. Nagar, G Block, Anna Nagar East, Chennai"
L024,Adyar," Plot 133, 1st Cross Street, Kasturibai Nagar, Adyar, Chennai"
L038,Besant Nagar," 13, 3rd Avenue, Sai Ram Colony,  Besant Nagar, Chennai"
L147,"Hotel Centre Point, Sholinganallur"," Hotel Centre Point, 286, Sholinganallur, Chennai"
L025,Nungambakkam," 58, Near Karishna Nungambakkam High Road, Nungambakkam, Chennai"
L036,Sholinganallur," 179, Rajiv Gandhi Salai, Sholinganallur, Chennai
"
L195,"The Raintree, Teynampet"," The Raintree, 636, Anna Salai, Teynampet, Chennai"
L045,Thousand Lights," 70 & 71, Opposite MRF Building, Thousand Lights, Chennai"
L058,Gopalapuram," 74, 3rd Floor, Cathedral Road, Gopalapuram, Chennai"
L004,Perambur," 33, Siruvalluvar Main Road, Opposite Saint Josephs Convent School, Perambur, Chennai"
L008,T. Nagar," 32, Burkit Road, T. Nagar, Chennai"
L109,Sowcarpet," 175, Mint Street, Sowcarpet, Chennai"
L025,Nungambakkam," 29, 2nd Floor, H M Centre, Nungambakkam High Road, Nungambakkam, Chennai"
L063,Egatoor," 2/175, Rajiv Gandhi Salai, OMR, Egatoor, Chennai"
L042,Anna Nagar West," 117, 2nd Floor, Ravilla Towers, 3rd Avenue, W Block, Anna Nagar West, Chennai"
L191,Somerset Greenways," 94, Sathyadev Avenue, MRC Nagar, Chennai"
L070,Triplicane," 307, Triplicane High Road, Triplicane, Chennai"
L014,Chetpet," 8, Harrington Road, Chetpet, Chennai"
L010,Porur," 1/460, Ambal Nagar, Lyapangathalam, Opposite Ramchandra University, Porur, Chennai"
L240,"Hotel Palmgrove, Nungambakkam"," Hotel Palmgrove, 13, Kodambakkam High Road, Nungambakkam, Chennai"
L010,Porur," 57/151, Trunk Road, Near Gopala Krishna Threatre, Porur, Chennai"
L144,"The Park, Nungambakkam"," The Park, 601, Nungambakkam High Road, Nungambakkam, Chennai"
L010,Porur," 5, Maxworth Nagar, Phase 2, Opposite Ponvidhyashram School, Kolapakkam, Porur, Chennai"
L007,Anna Nagar East," 52, 13th Main Road, Anna Nagar East, Chennai"
L053,Selaiyur," 1, Gurusamy Nagar Main Road, Gowrivakkam, Selaiyur, Chennai"
L025,Nungambakkam," 132A, Sterling Road, 4th Street, Nungambakkam, Chennai"
L039,Kotturpuram," 2/10, Gandhi Mandapam Road, Kotturpuram, Chennai"
L241,"Taj Coromandel, Nungambakkam"," Taj Coromandel, 37, Mahatma Gandhi Road, Nungambakkam, Chennai"
L268,Velachery," 4/2, Anand Garden, 100 Feet Bypass Road, Near Murugan Kalyana Mandabam, Velachery, Chennai"
L024,Adyar," Old 22/1, New 49/1, Smrithi, Ground Floor, 1st Avenue, Indira Nagar, Adyar, Chennai"
L045,Thousand Lights," 168, Greams Road, Thousand Lights, Chennai, Nungambakkam, Chennai"
L042,Anna Nagar West," 20, 2nd Avenue, Near Nilgris Supermarket, Anna Nagar West, Chennai"
L008,T. Nagar," 11, Dr. B Narsimhan Road, Off GN Chetty Road, T. Nagar, Chennai"
L021,Alwarpet," 14, Ananda Road, Alwarpet, Chennai"
L067,Avadi," 24, 1st Floor, MG Road, Pattabiram, Opposite T9 Police Station, Near Avadi, Chennai"
L075,Taramani," 57A, 100 Feet Road, Opposite Indian Overseas Bank, Taramani, Chennai"
L244,"Taj Club House, Thousand Lights"," Taj Club House Hotel, 2, Club House Road, Anna Salai, Thousand Lights, Chennai"
L013,Ashok Nagar," 34, 1st Avenue, Sendhan Towers, Ashok Nagar, Chennai"
L050,Tambaram," Duraisamy Nagar, East Tambaram, Tambaram, Chennai"
L025,Nungambakkam," 9, Shyams Garden, Khader Nawaz Khan Road, Nungambakkam, Chennai"
L015,"Phoenix Market City, Velachery"," Food Court, 3rd Floor, Phoenix Market City, Velachery Main Road, Velachery, Chennai"
L021,Alwarpet," 15A/9, C. V. Raman Road, Alwarpet, Chennai"
L032,Egmore," 10, Montieth Road, Egmore, Chennai"
L268,Velachery," 9, CSI Church Gate Road, Annai Indira Nagar, Velachery, Chennai"
L089,Pallikaranai," 388/10A, Sunambu Kolathur, Pallavaram - Thoraipakkam, 200 Feet Radial Road, Pallikaranai, Chennai"
L207,"Radisson Blu Temple Bay, Mamallapuram"," Radisson BLU Temple Bay, 57, Covelong Road, Mahabalipuram, Chennai"
L088,Karapakkam," 1/16, Rajeev Gandhi Salai, OMR, Karapakkam, Chennai"
L115,"Express Avenue Mall,Royapettah"," 3rd Floor, Express Avenue Mall, Whites Road, Royapettah, Chennai"
L007,Anna Nagar East," 7, 7th Cross Street, Near Thiru Vee Ka Park, Anna Nagar East, Chennai"
L007,Anna Nagar East," 995A, 2nd Avenue, Opposite Santosh Super Stores, Anna Nagar East, Chennai"
L017,Ramapuram," 32/1A, 4B, 3rd Floor, Opposite MIOT International Hospital, Mount Poonamalee Road, Ramapuram, Chennai"
L031,Potheri," 66, Pillayar Koil Street, Potheri, Chennai"
L064,"OMR Food Street, Guduvancheri"," OMR Food Street,  Guduvanchery, GST Road, Chennai"
L202,"The Accord Metropolitan, T. Nagar"," The Accord Metropolitan Hotel, 35, GN Chetty Road, T. Nagar, Chennai"
L011,Kilpauk," 803/330, Poonamallee High Road, Kilpauk, Chennai"
L031,Potheri," 64,  SRM Back Gate, Pillaiyar Kovil Street, Potheri,  Chennai"
L011,Kilpauk," 99/1, New Avadi Road, Kilpauk, Chennai"
L010,Porur," 28, Kundrathur Main Road, Porur, Chennai"
L025,Nungambakkam," 131, Ground Floor, Sterling Road, Nungambakkam, Chennai"
L025,Nungambakkam," 31, Cochin House, Anderson Road, Nungambakkam, Chennai"
L010,Porur," Vanniyar Mettu Street, Mount Poonamallee Trunk Road, Iyyapanthangal, Porur, Chennai"
L246,"The Raintree, Alwarpet"," The Raintree, 120, St Mary's Road, Alwarpet, Chennai"
L268,Velachery," 28, 5th Street, Tansi Nagar, Velachery, Chennai"
L025,Nungambakkam," 13/6, Jaganathan Road, Nungambakkam, Chennai"
L019,Thuraipakkam," 5/336, OMR, Thuraipakkam, Chennai"
L025,Nungambakkam," 24/47, Josier Street, Near Palmgrove Hotel, Nungambakkam, Chennai"
L241,"Taj Coromandel, Nungambakkam"," Taj Coromandel, 37, Mahatma Gandhi Road, Nungambakkam, Chennai"
L015,"Phoenix Market City, Velachery"," 1st Floor, Phoenix Market City, Velachery Main Road, Velachery, Chennai"
L268,Velachery," 364, TNHB Main Road, Maruthapandiyar Salai, Ganapathy Nagar, Velachery, Chennai"
L042,Anna Nagar West," 170, 2 Avenue, Near 12th Main Road, Anna Nagar West, Chennai"
L058,Gopalapuram," 271, Avvai Shanmugam Salai, Llyods Road, Gopalapuram, Chennai"
L019,Thuraipakkam," Plot 153, Chandrasekaran Avenue Main Road, Okkiyam, Thuraipakkam, Chennai"
L013,Ashok Nagar," 17, 18th Avenue, Ashok Nagar, Chennai"
L031,Potheri," 48, Pillaiyar Koil Street, Potheri, Chennai"
L024,Adyar," 34/72A, 4th Main Road, Gandhi Nagar, Adyar, Chennai"
L103,"ITC Grand Chola, Guindy"," ITC Grand Chola, 63, Mount Road, Guindy, Chennai"
L021,Alwarpet," 279, TTK Road, Alwarpet, Chennai"
L194,"Crowne Plaza Chennai Adyar Park, Alwarpet"," Crowne Plaza Chennai Adyar Park, TTK Road, Austin Nagar, Alwarpet, Chennai"
L005,Medavakkam," 4/799, Velachery Main Road, Medavakkam, Chennai"
L032,Egmore," 139/140, Marshalls Road, Near Government Eye Hospital, Egmore, Chennai"
L013,Ashok Nagar," 7th Avenue, Ashok Nagar, Chennai"
L038,Besant Nagar," 53/17, Besant Nagar, Chennai"
L007,Anna Nagar East," 101, D Block, 6th Street, Anna Nagar East, Chennai"
L007,Anna Nagar East," 72, Shanthi Colony Main Road, 4th Avenue, Anna Nagar East, Chennai"
L042,Anna Nagar West," 42/1, Shanthi Nikethane Colony, Anna Nagar West, Chennai"
L037,Perungudi," 1, 1st Street, Thiruvenkadam Nagar, Kandanchavadi, Perungudi, Chennai"
L008,T. Nagar," Old 52/2, New 40/2, Thirumalai Pillai Road, T. Nagar, Chennai"
L109,Sowcarpet," 112, Govindappa Naickan Street, Sowcarpet, Chennai"
L019,Thuraipakkam," 1/343, 1st Main Road, Sri Sai Nagar, 200 Feet Road,  Thuraipakkam, Chennai"
L147,"Hotel Centre Point, Sholinganallur"," Hotel Centre Point, 286, Sholinganallur, Chennai"
L063,Egatoor," Near Sipcot Toll Gate, Egatoor, Chennai"
L054,K.K. Nagar," 18, Mariamman Koil Street, Near Vembuli Amman Temple, K.K. Nagar, Chennai"
L268,Velachery," 19, Vandikaran Street, Velachery, Chennai"
L070,Triplicane," 826, 2nd Floor, Tarapore Towers, Anna Salai, Triplicane, Chennai"
L037,Perungudi," 203, MGR Road, Kandanchavadi, Perungudi, Chennai"
L016,Aminijikarai," 29, Door 5, Nelson Plaza, Aminijikarai, Chennai"
L187,"The Savera Hotel, RK Salai (Cathedral Road)"," The Savera Hotel, 146, RK Salai, Mylapore, Chennai"
L044,Ambattur," 1, M.T.H Road, Opposite TVS Lucas, Padi, Near Ambattur, Chennai"
L025,Nungambakkam," 12/1&2, Old 52/1&2, Tank Bund Road, Nungambakkam, Chennai"
L037,Perungudi," 109, OMR Road, Perungudi, Chennai"
L025,Nungambakkam," 10/3, Khader Niwaz Khan Road, Nungambakkam, Chennai"
L050,Tambaram," 258, Mudichur Road, Tambaram, Chennai"
L008,T. Nagar," Singaravelu Street, Parthasarathi Puram, T. Nagar, Chennai"
L032,Egmore," 3, Varadarajulu Street, Egmore, Chennai"
L024,Adyar," 14/32, 1st Avenue, Shastri Nagar, Adyar, Chennai"
L154,"Harrisons Hotel, Nungambakkam"," 315, Harrisons Hotel, Valluvar Kottam High Road, Nungambakkam, Chennai"
L008,T. Nagar," New 151, Old 62/1, Kodambakkam High Road, T. Nagar, Chennai"
L103,"ITC Grand Chola, Guindy"," ITC Grand Chola, 63, Mount Road, Guindy, Chennai"
L011,Kilpauk," 17A/ 29, Barnaby Road, Kilpauk, Chennai"
L158,"Lemon Tree Hotel, Guindy"," Lemon Tree Hotel, 72, Sardar Patel Road, Guindy, Chennai"
L007,Anna Nagar East," New 87/1, Old 21/1, F Block, 2nd Main Road, Anna Nagar East, Chennai"
L007,Anna Nagar East," A36, Block A, 6th Street, Anna Nagar East, Chennai"
L021,Alwarpet," 187, St Mary's Road, Alwarpet, Chennai"
L007,Anna Nagar East," 87/1, F Block, 2nd Main Road, Anna Nagar East, Chennai"
L072,Nandanam," 537, Anna Salai, Near Audi Showroom, Nandanam, Chennai"
L042,Anna Nagar West," 42/1, Shanti Niketan Colony, Anna Nagar West Extension, Thirumangalam, Anna Nagar West, Chennai"
L025,Nungambakkam," Shop 8-10, Shyam Gardens, Khader Nawaz Khan Road, Nungambakkam, Chennai"
L004,Perambur," 17, Perambur High Road, Perambur, Chennai"
L008,T. Nagar," 45, G N Chetty Road, Tower Victorie, T. Nagar, Chennai"
L032,Egmore," 149, Fountain Plaza, Pantheon Road, Egmore, Chennai"
L021,Alwarpet," 74, Russian Cultural Centre, Kasturi Ranga Road, Alwarpet, Chennai"
L115,"Express Avenue Mall,Royapettah"," 3rd Floor, Express Avenue Mall, Whites Road, Royapettah, Chennai"
L013,Ashok Nagar," 391, 8th Avenue, Ashok Nagar, Chennai"
L122,"Vivanta Chennai, IT Expressway, Sholinganallur "," Vivanta Chennai, IT Expressway, 309, OMR, Elcot SEZ, Sholinganallur, Chennai"
L034,Thiruvanmiyur," 55/60, Advent Church Complex, ECR, Thiruvanmiyur, Chennai"
L036,Sholinganallur," 1, TVH Crossway, Nehru Main Road, Sholinganallur, Chennai"
L038,Besant Nagar," Shop 8, Thiruvalluvar Nagar, Besant Nagar, Chennai"
L268,Velachery," 41, Upper Ground, Old Door 66, New Door 142, Phoenix Market City Chennai, Velachery Road, Velachery, Chennai"
L031,Potheri," 20, A1, Next to SRM University, Thailavaram, Potheri, Chennai"
L217,"Taj Fisherman's Cove Resort & Spa, Kanchipuram District"," Taj Fisherman's Cove Resort & Spa, Covelong Beach, Off East Coast Road, Kovalam, Chennai"
L015,"Phoenix Market City, Velachery"," Palladium Mall, 28, Velachery Road, Nagendra Nagar, Anna Garden, Velachery, Chennai"
L180,"The Residency, T. Nagar"," The Residency, 49, G.N. Chetty Road, Opposite Vani Mahal, T. Nagar, Chennai"
L077,GST Road," 245, Urapakkam, GST Road, Chennai"
L054,K.K. Nagar," 3/1, Annai Sathya St, MGR Nagar, Nesapakkam, K.K. Nagar, Chennai"
L225,Novotel Chennai Sipcot," Opposite SIPCOT IT Park, Siruseri Old Mahabalipuram, Egatoor, Chennai"
L088,Karapakkam," 3/43, Rajiv Gandhi Salai, Old Mahabalipuram Road (OMR), Karapakkam, Chennai"
L025,Nungambakkam," Flat 1A, 20, Crystal Lawn, Haddows Road 1st Street, Nungambakkam, Chennai"
L005,Medavakkam," 8/1,  Vijayanagaram, Velachery Main Road, Opposite Putru Koil, Medavakkam, Chennai"
L042,Anna Nagar West," No 5072A, Z Block, 5th Avenue, Anna Nagar, Chennai "
L195,"The Raintree, Teynampet"," The Raintree, 636, Teynampet, Chennai"
L025,Nungambakkam," 11, Khader Nawaz Khan Road, Nungambakkam, Chennai"
L024,Adyar," 9, 11th Cross Street, Indira Nagar, Adyar, Chennai"
L048,Neelangarai," 2/520, Sundeep Road, Neelangarai, Chennai"
L024,Adyar," 2, Lattice Bridge Road, Near Adyar Signal, Adyar, Chennai"
L026,Royapettah," 21, Royapettah High Road, Near Royapettah Police Station, Royapettah, Chennai"
L055,Old Mahabalipuram Road (OMR)," 4/169, OMR, Anna Street, Egatoor, Chennai"
L017,Ramapuram," 2/16, Mount Poonamallee High Road, Opposite Gokul Sandiva, Ramapuram, Chennai"
L053,Selaiyur," 47, Ranganathan Nagar, Selaiyur, Chennai"
L011,Kilpauk," 17A/29, Barnaby Road, Kilpauk, Chennai"
L181,"Hablis Hotel, Guindy"," Hablis Hotel, 19, GST Road, Guindy, Chennai"
L007,Anna Nagar East," Q 99, SLV Towers, 3rd Avenue, Near Yesesi Supermarket, Anna Nagar East, Chennai"
L021,Alwarpet," 34, Co-Operative Colony, Alwarpet, Chennai"
L054,K.K. Nagar," 23/789, Dr Ramaswamy Salai, K K Nagar, Chennai"
L053,Selaiyur," 108/208 A, The Retreat Hotel, Camp Road Junction, Selaiyur, Chennai"
L008,T. Nagar," 9/5, Dheenadayalu Street, T. Nagar, Chennai"
L194,"Crowne Plaza Chennai Adyar Park, Alwarpet"," Crowne Plaza, 132, TTK Road, Alwarpet, Chennai"
L027,Chromepet," GST Road, Thoraipakam Road Over Bridge, Chromepet, Chennai"
L068,Padur," 1/142 C, OMR, Rajiv Gandhi Salai, Padur, Chennai"
L016,Aminijikarai," 570/680, P H Road, Aminjikarai, Chennai"
L011,Kilpauk," Ormes Road, Kilpauk, Chennai"
L056,Kottivakkam," 2/536, Natesan Colony, Sri Ram Avenue, 4th Street, Kottivakkam, Chennai"
L007,Anna Nagar East," 111, 1st Street Shanthi Colony, Anna Nagar East, Chennai"
L040,Semmancheri," 208/3, OMR, Near St. Joseph's College, Semmancheri, Chennai"
L025,Nungambakkam," 97, Nungambakkam High Road, Nungambakkam, Chennai"
L042,Anna Nagar West," 1, Malar Complex, Padi Pudhu Nagar, Anna Nagar West, Chennai"
L268,Velachery," 6/1, By Pass Road, Near Murugan Kalyana Mandapam, Anand Garden, Gangai Nagar, Velachery, Chennai"
L008,T. Nagar," 1, Giri Road, T. Nagar, Chennai"
L251,"Ispahani Centre, Nungambakkam"," 123 & 124, Ispahani Centre, Nungambakkam High Road, Nungambakkam, Chennai"
L023,West Mambalam," 82, Lake View Road, West Mambalam, Chennai"
L052,Nanganallur," 34/27, 28th Street, Thillai Ganga Nagar, Nanganallur, Chennai"
L144,"The Park, Nungambakkam"," The Park, 601, Nungambakkam High Road, Nungambakkam, Chennai"
L149,"New Woodlands Hotel, Mylapore"," New Woodlands Hotel, 72/75, Dr. Radhakrishnan Salai, Mylapore, Chennai"
L011,Kilpauk," 19/17, 1st Floor, Sree Guru Apartments, Inner Circular Road, Kilpauk, Chennai"
L037,Perungudi," 32, Ramalingam Nagar, Old Mahabalipuram Road, Perungudi, Chennai"
L022,Mogappair," 1392, Bus Stand Road, Mogappair, Chennai"
L161,"JP Hotel, Koyambedu"," JP Hotel, 1131, Inner Ring Road, Koyambedu, Chennai"
L072,Nandanam," Old 10, New 134, Chamiers Road, Nandanam, Chennai"
L050,Tambaram," 3, GST Road, Opposite MEPZ, Tambaram, Chennai"
L038,Besant Nagar," 18, 5th Avenue Thiruvalluvar Nagar, Besant Nagar, Chennai"
L131,Kovalam," 10, Pearl Beach, Ansari Nagar, Kovalam, Chennai Kovalam"
L007,Anna Nagar East," 36, F Block, 3rd Street, 2nd Main Road, Anna Nagar East, Chennai"
L055,Old Mahabalipuram Road (OMR)," 4/301, Old Mahabalipuram Road (OMR), Chennai"
L028,Kolathur," 8, Psilli Nagar, 1st Main Road, Kolathur, Chennai"
L010,Porur," 36/2, NSC Bose Nagar, Pothapedu Main Road, Porur, Chennai"
